694,Cayley,54.08,37.50,45.15,68.08,25.65,1940.67
618,Cecelia,30.85,14.55,91.75,0.80,65.42,421.73
810,Cecilia,59.54,53.15,94.87,55.36,19.81,3034.30
224,Celeste,27.52,35.66,78.51,51.58,34.81,886.03
384,Celina,30.67,49.35,99.73,0.22,68.08,1481.82
132,Celine,52.91,21.61,48.22,74.56,60.69,1081.45
541,Chana,54.38,45.57,94.46,20.86,17.54,2380.25
920,Chanel,21.10,50.16,37.20,8.13,51.74,1064.71
273,Charlee,35.93,10.32,3.64,72.86,55.80,350.19
416,Charleigh,47.62,44.89,89.99,44.63,95.55,2098.19
76,Charley,43.11,27.07,12.14,96.86,89.31,1147.39
892,Charlie,59.18,46.14,50.41,9.50,67.76,2738.48
207,Charlotte,37.43,10.84,78.63,43.21,39.40,323.35
656,Chaya,57.89,20.72,98.67,61.77,27.76,1067.01
17,Cherish,59.92,48.64,58.16,14.75,31.06,2872.89
671,Christina,48.33,30.32,4.40,48.12,27.71,1440.48
947,Christine,25.35,37.30,31.17,23.54,24.30,915.24
213,Ciara,21.48,54.60,41.15,66.29,97.21,1162.88
779,Cindy,36.77,12.14,61.74,10.51,49.42,423.65
614,Claire,42.60,46.48,56.66,47.21,89.88,1966.05
138,Clara,29.60,52.01,37.83,14.13,20.96,1508.34
967,Clare,38.64,21.07,24.50,75.99,71.91,785.74
431,Clarissa,34.67,35.30,81.83,90.45,4.25,1055.84
591,Claudia,21.85,24.43,33.70,22.99,6.69,483.69
458,Clementine,34.24,19.37,59.37,21.64,90.05,672.13
33,Coco,21.07,26.51,48.95,12.82,87.49,584.34
735,Colette,35.92,11.14,16.68,73.13,19.77,330.06
204,Colleen,27.54,28.43,41.44,34.92,65.23,771.63
116,Collins,21.81,42.10,7.40,70.49,66.17,906.24
638,Cora,56.35,49.84,33.27,50.07,35.01,2760.03
553,Coraline,34.58,24.97,70.71,23.89,66.02,834.87
481,Coralynn,41.16,41.97,9.58,29.69,2.85,1691.13
921,Cordelia,46.30,57.95,34.22,60.27,4.44,2592.65
922,Crystal,42.22,40.97,65.67,62.17,2.90,1604.98
601,Cynthia,47.00,22.21,99.65,37.31,30.44,937.17
881,Dahlia,57.60,41.24,40.19,37.81,30.89,2328.48
802,Daisy,34.04,13.12,92.38,63.98,9.40,299.57
905,Dakota,42.06,22.79,74.77,10.61,93.66,966.83
397,Dalary,27.39,11.60,36.02,72.08,26.73,236.38
632,Daleyza,40.44,48.89,24.44,82.65,50.97,1921.25
611,Dalia,58.06,17.79,25.00,98.26,5.97,915.70
926,Dalilah,42.02,47.21,40.21,64.35,35.43,1914.71
752,Dani,46.95,25.28,28.15,57.43,48.37,1149.57
383,Danica,57.25,18.95,38.82,39.87,46.86,1053.32
765,Daniela,34.51,19.58,16.43,93.11,10.40,576.43
540,Daniella,40.70,42.92,10.02,34.16,40.11,1742.97
930,Danielle,25.03,32.17,68.49,3.33,50.73,784.27
907,Danna,43.26,44.18,22.24,79.79,93.24,1902.61
186,Daphne,36.16,18.62,73.50,39.89,12.10,572.20
928,Darcy,35.90,54.91,34.80,85.22,52.76,1904.04
982,Davina,23.90,50.42,8.07,58.09,3.04,1141.86
486,Dayanara,51.94,19.60,56.44,42.25,54.30,973.77
508,Deanna,28.34,53.73,67.31,27.10,15.96,1444.42
282,Deborah,26.98,28.96,11.24,49.12,24.49,745.43
636,Delaney,46.95,26.21,48.91,48.93,81.96,1214.74
351,Delia,51.23,40.13,45.49,68.58,67.25,2009.47
66,Delilah,53.64,53.09,85.87,54.14,36.11,2743.76
293,Della,29.49,29.47,87.83,42.41,22.68,761.52
278,Demi,45.78,40.37,30.49,35.54,13.35,1795.50
429,Denise,57.55,32.72,94.58,92.65,63.32,1758.88
267,Desiree,35.79,30.84,44.22,41.32,16.73,1034.70
216,Destinee,56.95,42.43,83.88,53.66,41.72,2320.19
148,Destiny,55.42,13.94,6.73,21.06,88.14,832.83
446,Devin,45.80,56.54,30.73,33.45,81.55,2606.92
996,Devyn,52.64,17.70,38.02,83.80,55.02,865.13
23,Diamond,34.82,56.17,14.11,65.63,24.07,1900.35
151,Diana,48.43,41.21,45.82,8.50,85.90,2027.68
57,Dorothy,45.28,54.57,0.36,60.56,6.78,2416.81
444,Dulce,44.51,37.82,23.13,39.43,6.30,1627.29
693,Dylan,36.06,58.10,35.48,47.84,72.49,2084.35
288,Eden,27.67,57.05,26.97,87.70,12.42,1476.65
737,Edie,34.19,13.77,91.74,30.33,10.43,359.21
104,Edith,22.19,50.24,59.36,14.32,83.68,1125.15
135,Effie,28.42,28.75,86.91,18.29,41.28,753.10
75,Eileen,32.21,35.96,4.10,32.33,15.73,1137.41
664,Eisabella,36.66,58.92,28.45,66.94,85.79,2150.43
48,Eisley,26.45,10.81,26.39,37.69,39.76,261.56
910,Elaina,25.73,29.25,64.64,25.96,44.90,706.97
705,Eleanor,51.70,52.54,74.38,10.69,60.54,2691.80
697,Eleanore,28.10,53.77,84.61,87.60,62.37,1401.11
433,Elena,28.53,57.53,22.41,18.87,58.01,1658.18
747,Elia,57.73,24.65,92.42,95.82,27.63,1262.21
246,Eliana,48.34,52.80,70.66,3.92,23.63,2501.51
989,Elin,43.11,59.45,39.17,21.80,40.60,2542.62
706,Elina,32.57,27.30,54.00,4.59,33.13,863.90
889,Elinor,45.79,12.71,9.58,45.28,15.80,542.81
127,Eliora,41.46,10.09,8.35,53.04,28.62,385.40
115,Elise,48.85,42.63,24.65,61.32,12.25,2008.86
827,Eliza,20.09,10.60,68.10,82.20,36.15,98.73
121,Elizabeth,27.62,29.84,8.19,99.68,10.75,727.01
759,Ella,35.30,16.42,39.36,36.96,5.84,509.34
608,Elleanna,23.83,27.83,33.55,78.60,9.52,560.49
777,Ellen,36.05,28.64,50.85,93.00,38.46,927.04
623,Elliana,57.37,50.38,74.75,66.79,29.61,2778.22
53,Ellie,58.96,42.63,61.79,22.66,76.48,2505.30
589,Elliot,57.30,34.16,67.55,86.75,98.35,1901.58
955,Elliott,34.84,48.72,31.01,57.52,14.33,1623.18
16,Ellis,25.05,32.84,12.12,32.76,49.93,827.66
489,Ellison,38.24,12.87,87.33,23.36,52.27,433.52
876,Elodie,42.90,17.39,80.68,64.28,57.73,658.66
502,Eloise,33.69,54.88,67.19,89.31,90.16,1782.63
85,Elora,40.66,51.78,81.63,64.08,28.46,1988.01
169,Elsa,45.04,20.23,80.18,36.62,39.68,834.18
493,Elsie,55.38,49.36,96.13,1.79,56.75,2692.46
414,Elyse,39.75,30.47,99.44,18.71,63.03,1155.82
624,Elysia,35.85,46.83,85.93,42.35,19.41,1570.29
911,Elyza,31.80,24.76,83.38,9.02,71.01,765.92
297,Emani,23.22,27.12,13.46,45.62,31.47,601.98
514,Ember,48.37,29.88,65.61,19.63,97.74,1457.80
477,Emeli,24.05,51.30,80.98,82.04,68.91,1139.65
54,Emerie,27.14,18.55,95.94,79.28,86.49,414.57
371,Emerson,29.19,25.29,62.35,48.81,42.85,669.86
74,Emersyn,47.38,10.04,82.69,61.51,49.18,380.49
337,Emery,21.86,33.55,74.10,82.07,27.64,605.04
109,Emilee,44.14,41.43,16.10,17.82,86.28,1880.96
699,Emilia,36.89,46.12,12.17,30.65,98.51,1757.17
776,Emily,20.37,35.27,26.56,59.70,36.09,668.15
128,Emma,27.09,16.74,38.39,29.27,48.78,434.67
353,Emmalyn,27.46,35.55,7.81,59.95,53.88,962.31
498,Emmalynn,43.29,37.84,97.03,55.85,55.01,1540.09
334,Emmarie,31.94,47.65,87.44,55.60,76.03,1454.97
410,Emme,28.20,19.32,90.31,73.09,77.63,459.12
424,Emmeline,30.92,54.73,13.19,29.20,68.53,1718.33
903,Emmerson,29.49,10.35,75.64,46.62,38.68,221.67
58,Emmi,53.09,34.80,28.27,35.22,96.06,1879.99
327,Emmie,45.17,16.85,56.35,83.72,22.51,643.53
366,Emory,50.64,34.70,54.19,57.11,45.86,1691.84
64,Eowyn,43.02,46.94,52.91,34.59,61.06,1992.84
692,Erika,58.52,44.59,29.18,31.25,31.11,2579.92
145,Esme,31.84,57.88,39.28,91.47,92.93,1805.37
157,Esmeralda,45.02,32.27,98.50,26.62,54.66,1382.65
687,Estefania,29.99,27.41,56.11,80.73,83.48,768.49
249,Estella,25.40,14.50,6.71,90.54,80.41,351.32
797,Esther,41.23,20.42,31.42,37.94,11.45,783.80
833,Estrella,47.50,15.04,69.24,65.68,44.25,623.69
661,Eva,35.23,45.70,81.47,46.62,97.78,1579.72
374,Evalyn,52.89,26.88,50.88,79.73,69.19,1360.14
451,Evalynn,23.86,59.77,41.97,35.36,19.91,1368.92
625,Evan,56.44,30.25,17.35,90.00,84.01,1684.02
804,Evangeline,59.82,49.34,65.18,88.54,0.91,2798.68
119,Evelina,45.28,29.30,93.29,39.41,78.47,1272.57
630,Evelyn,21.15,45.23,41.46,57.12,49.89,907.62
639,Evelynn,22.78,43.61,83.61,69.64,42.43,882.50
599,Everleigh,43.65,24.31,18.76,27.30,40.77,1055.92
154,Everlie,26.15,25.82,44.53,83.50,95.96,643.12
296,Everly,50.64,19.74,18.71,0.64,65.97,1046.47
531,Faith,52.16,23.44,17.22,60.37,46.62,1191.45
37,Fallon,59.75,24.55,18.34,87.36,43.98,1405.09
688,Felicia,24.15,44.67,65.94,85.37,80.23,1007.93
306,Felicity,55.39,13.06,8.26,5.79,57.59,766.93
857,Fernanda,50.77,48.93,38.01,66.53,45.77,2425.41
985,Finlee,46.10,37.77,24.18,21.66,84.54,1779.50
331,Finley,51.00,48.32,43.57,93.34,81.01,2408.63
326,Fiona,54.80,17.76,43.15,10.43,21.11,940.85
445,Flora,25.84,22.63,97.60,32.27,7.87,462.77
590,Florence,21.78,17.36,0.39,44.67,32.54,365.64
252,Francesca,48.23,46.51,4.49,10.19,65.42,2293.83
794,Freida,59.16,15.28,72.94,64.31,77.41,844.17
681,Freyja,56.06,10.89,30.39,78.93,71.99,573.05
26,Gabriella,24.76,13.03,79.06,38.34,13.16,218.47
749,Gabrielle,39.84,18.80,87.93,73.55,74.03,661.38
1,Gemma,37.03,29.31,73.84,80.87,42.18,972.90
518,Genesis,35.57,11.75,7.45,78.78,10.64,342.20
29,Genevieve,21.45,22.57,12.03,81.02,11.06,402.08
31,Georgia,41.97,27.10,1.57,48.08,16.34,1104.00
56,Giada,47.42,28.29,27.30,46.04,10.78,1278.94
937,Giana,54.38,33.54,57.96,86.43,19.71,1699.20
490,Gianna,47.44,50.53,74.02,19.72,52.66,2355.99
934,Giavanna,51.82,22.77,75.63,63.98,8.59,1048.76
303,Giovanna,30.19,30.12,68.60,46.78,20.20,814.28
710,Giovanni,54.74,31.61,75.17,96.32,80.27,1639.10
484,Giuliana,22.98,11.59,2.20,62.15,78.09,280.22
1000,Gloria,38.44,12.37,0.07,23.21,55.92,508.04
666,Gracelyn,29.33,25.42,3.49,69.34,80.06,752.75
834,Gracelynn,51.45,45.16,67.65,80.73,87.46,2262.70
729,Gracen,31.86,45.96,24.86,93.90,28.01,1373.33
126,Gracie,33.82,43.87,4.97,51.77,12.08,1439.03
562,Gracyn,57.71,50.79,49.06,55.49,31.69,2857.81
237,Grecia,51.03,33.92,92.35,69.28,32.15,1601.39
321,Greer,54.85,27.11,35.18,23.35,90.34,1519.14
961,Guadalupe,47.52,44.98,21.61,14.67,13.55,2114.53
333,Gwendolyn,21.96,52.73,12.37,18.53,30.93,1158.19
491,Gwenyth,46.84,22.13,73.27,41.21,67.49,989.64
332,Hadassah,41.80,13.26,33.57,52.41,56.36,524.83
999,Haddie,24.32,33.66,74.66,28.22,58.51,774.27
255,Hadlee,48.93,29.72,39.23,71.37,86.50,1429.96
792,Hadleigh,59.21,18.26,31.65,35.72,31.76,1045.60
732,Hadley,46.46,30.30,25.02,3.29,44.87,1424.47
299,Hailey,57.77,53.57,80.53,11.27,84.77,3087.53
411,Hana,55.18,51.49,33.94,3.00,31.22,2835.40
691,Hanna,41.01,17.45,89.30,50.08,46.94,623.29
953,Hannah,22.64,28.21,57.61,57.92,52.30,575.37
412,Harley,23.04,56.60,68.71,64.14,7.76,1178.79
726,Harlow,27.29,11.04,82.67,74.19,70.41,214.72
247,Harmoni,20.38,41.37,99.75,25.13,12.21,730.17
330,Harmony,52.98,25.81,74.20,90.10,84.10,1286.99
271,Harper,34.33,57.62,35.13,58.54,60.80,1945.27
3,Hattie,44.52,42.62,89.06,30.07,16.22,1794.93
871,Haven,58.82,35.99,1.75,75.26,66.38,2105.98
703,Hayden,27.41,30.05,91.09,91.16,58.01,699.70
593,Hazel,42.94,35.78,72.24,76.92,75.75,1462.94
286,Heather,41.05,50.73,77.75,47.08,41.67,1999.43
281,Heaven,25.01,29.37,12.81,21.53,97.85,798.28
399,Heidi,49.51,50.49,82.60,34.75,44.97,2427.28
549,Helen,59.54,50.12,44.15,25.74,93.26,3007.26
795,Hensley,35.58,57.18,53.45,12.46,95.26,2063.81
773,Holland,43.32,35.70,60.89,12.75,66.99,1539.97
513,Hope,48.83,45.03,59.99,95.91,51.26,2094.14
641,Ila,25.88,56.27,12.56,56.58,85.47,1472.45
848,Iliana,48.06,13.51,95.20,20.02,39.95,573.86
362,Iris,37.04,14.93,45.99,46.16,98.91,559.61
736,Isabela,32.12,38.65,43.08,42.31,22.64,1178.44
98,Isabella,54.27,43.63,55.71,54.25,90.09,2348.10
44,Isabelle,38.29,47.64,27.54,92.43,75.28,1779.60
485,Isis,44.24,43.86,89.35,79.03,43.95,1815.99
206,Isla,41.89,44.37,25.54,87.55,90.10,1835.88
724,Itzel,56.69,25.81,32.96,1.01,22.26,1451.60
